X:Pos_TX-Body5-slider_crank(mm),Y:Pos_TX-Body5-slider_crank(mm),Y:Pos_TY-Body5-slider_crank(mm),Y:Pos_TZ-Body5-slider_crank(mm)
0.68725300,-132.40503,343.55583,-1.1814130e-12
0.68825300,-133.10509,343.39314,-1.1820543e-12
0.68925300,-133.80373,343.22918,-1.1826937e-12
0.69025300,-134.50095,343.06395,-1.1833312e-12
0.69125300,-135.19673,342.89747,-1.1839667e-12
0.69225300,-135.89106,342.72975,-1.1846003e-12
0.69325300,-136.58393,342.56079,-1.1852319e-12
0.69425300,-137.27534,342.39060,-1.1858616e-12
0.69525300,-137.96527,342.21920,-1.1864894e-12
0.69625300,-138.65372,342.04660,-1.1871151e-12
0.69725300,-139.34068,341.87280,-1.1877390e-12
0.69825300,-140.02614,341.69782,-1.1883609e-12
0.69925300,-140.71009,341.52166,-1.1889808e-12
0.70025300,-141.39252,341.34434,-1.1895987e-12
0.70125300,-142.07343,341.16588,-1.1902147e-12
0.70225300,-142.75280,340.98626,-1.1908287e-12
0.70325300,-143.43062,340.80552,-1.1914408e-12
0.70425300,-144.10689,340.62366,-1.1920509e-12
0.70525300,-144.78160,340.44069,-1.1926590e-12
0.70625300,-145.45474,340.25662,-1.1932651e-12
0.70725300,-146.12630,340.07146,-1.1938693e-12
0.70825300,-146.79628,339.88522,-1.1944715e-12
0.70925300,-147.46466,339.69792,-1.1950717e-12
0.71025300,-148.13144,339.50956,-1.1956699e-12
0.71125300,-148.79660,339.32016,-1.1962661e-12
0.71225300,-149.46015,339.12972,-1.1968603e-12
0.71325300,-150.12207,338.93827,-1.1974526e-12
0.71425300,-150.78235,338.74579,-1.1980428e-12
0.71525300,-151.44099,338.55232,-1.1986311e-12
0.71625300,-152.09798,338.35786,-1.1992174e-12
0.71725300,-152.75330,338.16243,-1.1998016e-12
0.71825300,-153.40696,337.96602,-1.2003839e-12
0.71925300,-154.05895,337.76866,-1.2009642e-12
0.72025300,-154.70925,337.57035,-1.2015424e-12
0.72125300,-155.35786,337.37112,-1.2021187e-12
0.72225300,-156.00477,337.17096,-1.2026930e-12
0.72325300,-156.64998,336.96989,-1.2032652e-12
0.72425300,-157.29347,336.76792,-1.2038354e-12
0.72525300,-157.93524,336.56506,-1.2044037e-12
0.72625300,-158.57528,336.36133,-1.2049699e-12
0.72725300,-159.21358,336.15673,-1.2055341e-12
0.72825300,-159.85014,335.95128,-1.2060963e-12
0.72925300,-160.48495,335.74499,-1.2066564e-12
0.73025300,-161.11800,335.53787,-1.2072146e-12
0.73125300,-161.74929,335.32993,-1.2077707e-12
0.73225300,-162.37880,335.12119,-1.2083248e-12
0.73325300,-163.00653,334.91165,-1.2088769e-12
0.73425300,-163.63247,334.70133,-1.2094269e-12
0.73525300,-164.25662,334.49024,-1.2099750e-12
0.73625300,-164.87897,334.27839,-1.2105210e-12
0.73725300,-165.49950,334.06579,-1.2110650e-12
0.73825300,-166.11823,333.85246,-1.2116069e-12
0.73925300,-166.73513,333.63841,-1.2121468e-12
0.74025300,-167.35020,333.42364,-1.2126847e-12
0.74125300,-167.96343,333.20817,-1.2132206e-12
0.74225300,-168.57483,332.99202,-1.2137544e-12
0.74325300,-169.18437,332.77519,-1.2142862e-12
0.74425300,-169.79205,332.55770,-1.2148159e-12
0.74525300,-170.39788,332.33955,-1.2153437e-12
0.74625300,-171.00183,332.12077,-1.2158693e-12
0.74725300,-171.60391,331.90136,-1.2163930e-12
0.74825300,-172.20411,331.68134,-1.2169146e-12
0.74925300,-172.80242,331.46071,-1.2174341e-12
0.75025300,-173.39883,331.23949,-1.2179517e-12
0.75125300,-173.99334,331.01770,-1.2184671e-12
0.75225300,-174.58594,330.79534,-1.2189806e-12
0.75325300,-175.17663,330.57242,-1.2194919e-12
0.75425300,-175.76540,330.34896,-1.2200013e-12
0.75525300,-176.35225,330.12498,-1.2205086e-12
0.75625300,-176.93716,329.90048,-1.2210138e-12
0.75725300,-177.52013,329.67547,-1.2215170e-12
0.75825300,-178.10116,329.44997,-1.2220182e-12
0.75925300,-178.68023,329.22399,-1.2225173e-12
0.76025300,-179.25735,328.99754,-1.2230144e-12
0.76125300,-179.83251,328.77064,-1.2235094e-12
0.76225300,-180.40570,328.54330,-1.2240023e-12
0.76325300,-180.97692,328.31552,-1.2244932e-12
0.76425300,-181.54616,328.08733,-1.2249821e-12
0.76525300,-182.11341,327.85874,-1.2254689e-12
0.76625300,-182.67867,327.62975,-1.2259537e-12
0.76725300,-183.24194,327.40038,-1.2264364e-12
0.76825300,-183.80320,327.17064,-1.2269170e-12
0.76925300,-184.36246,326.94055,-1.2273956e-12
0.77025300,-184.91970,326.71012,-1.2278721e-12
0.77125300,-185.47493,326.47936,-1.2283466e-12
0.77225300,-186.02813,326.24828,-1.2288191e-12
0.77325300,-186.57930,326.01689,-1.2292894e-12
0.77425300,-187.12844,325.78521,-1.2297578e-12
0.77525300,-187.67553,325.55326,-1.2302240e-12
0.77625300,-188.22059,325.32103,-1.2306882e-12
0.77725300,-188.76359,325.08856,-1.2311504e-12
0.77825300,-189.30454,324.85584,-1.2316105e-12
0.77925300,-189.84342,324.62289,-1.2320685e-12
0.78025300,-190.38025,324.38973,-1.2325245e-12
0.78125300,-190.91500,324.15636,-1.2329784e-12
0.78225300,-191.44768,323.92280,-1.2334303e-12
0.78325300,-191.97827,323.68907,-1.2338801e-12
0.78425300,-192.50679,323.45517,-1.2343278e-12
0.78525300,-193.03321,323.22112,-1.2347735e-12
0.78625300,-193.55754,322.98692,-1.2352172e-12
0.78725300,-194.07977,322.75260,-1.2356587e-12
