X:Pos_TX-Body1-slider_crank(mm),Y:Pos_TX-Body1-slider_crank(mm),Y:Pos_TY-Body1-slider_crank(mm),Y:Pos_TZ-Body1-slider_crank(mm)
0.81925300,-39.591556,30.537006,0.0000000
0.82025300,-39.618613,30.501894,0.0000000
0.82125300,-39.645521,30.466910,0.0000000
0.82225300,-39.672282,30.432056,0.0000000
0.82325300,-39.698894,30.397332,0.0000000
0.82425300,-39.725358,30.362739,0.0000000
0.82525300,-39.751674,30.328277,0.0000000
0.82625300,-39.777842,30.293948,0.0000000
0.82725300,-39.803862,30.259752,0.0000000
0.82825300,-39.829734,30.225690,0.0000000
0.82925300,-39.855457,30.191763,0.0000000
0.83025300,-39.881033,30.157971,0.0000000
0.83125300,-39.906460,30.124316,0.0000000
0.83225300,-39.931740,30.090799,0.0000000
0.83325300,-39.956871,30.057419,0.0000000
0.83425300,-39.981855,30.024178,0.0000000
0.83525300,-40.006690,29.991077,0.0000000
0.83625300,-40.031378,29.958117,0.0000000
0.83725300,-40.055918,29.925298,0.0000000
0.83825300,-40.080310,29.892621,0.0000000
0.83925300,-40.104554,29.860087,0.0000000
0.84025300,-40.128650,29.827696,0.0000000
0.84125300,-40.152598,29.795450,0.0000000
0.84225300,-40.176399,29.763350,0.0000000
0.84325300,-40.200051,29.731395,0.0000000
0.84425300,-40.223557,29.699588,0.0000000
0.84525300,-40.246914,29.667928,0.0000000
0.84625300,-40.270123,29.636416,0.0000000
0.84725300,-40.293185,29.605054,0.0000000
0.84825300,-40.316100,29.573842,0.0000000
0.84925300,-40.338866,29.542780,0.0000000
0.85025300,-40.361485,29.511871,0.0000000
0.85125300,-40.383957,29.481113,0.0000000
0.85225300,-40.406281,29.450509,0.0000000
0.85325300,-40.428457,29.420059,0.0000000
0.85425300,-40.450486,29.389764,0.0000000
0.85525300,-40.472367,29.359624,0.0000000
0.85625300,-40.494101,29.329641,0.0000000
0.85725300,-40.515687,29.299814,0.0000000
0.85825300,-40.537126,29.270146,0.0000000
0.85925300,-40.558417,29.240636,0.0000000
0.86025300,-40.579561,29.211286,0.0000000
0.86125300,-40.600558,29.182096,0.0000000
0.86225300,-40.621407,29.153067,0.0000000
0.86325300,-40.642109,29.124199,0.0000000
0.86425300,-40.662663,29.095495,0.0000000
0.86525300,-40.683071,29.066953,0.0000000
0.86625300,-40.703330,29.038576,0.0000000
0.86725300,-40.723443,29.010363,0.0000000
0.86825300,-40.743408,28.982317,0.0000000
0.86925300,-40.763226,28.954436,0.0000000
0.87025300,-40.782897,28.926723,0.0000000
0.87125300,-40.802421,28.899178,0.0000000
0.87225300,-40.821797,28.871801,0.0000000
0.87325300,-40.841026,28.844594,0.0000000
0.87425300,-40.860108,28.817557,0.0000000
0.87525300,-40.879043,28.790691,0.0000000
0.87625300,-40.897830,28.763996,0.0000000
0.87725300,-40.916471,28.737474,0.0000000
0.87825300,-40.934964,28.711126,0.0000000
0.87925300,-40.953310,28.684951,0.0000000
0.88025300,-40.971509,28.658951,0.0000000
0.88125300,-40.989560,28.633127,0.0000000
0.88225300,-41.007465,28.607479,0.0000000
0.88325300,-41.025222,28.582008,0.0000000
0.88425300,-41.042832,28.556714,0.0000000
0.88525300,-41.060295,28.531599,0.0000000
0.88625300,-41.077611,28.506663,0.0000000
0.88725300,-41.094780,28.481908,0.0000000
0.88825300,-41.111801,28.457333,0.0000000
0.88925300,-41.128676,28.432939,0.0000000
0.89025300,-41.145403,28.408728,0.0000000
0.89125300,-41.161983,28.384699,0.0000000
0.89225300,-41.178416,28.360854,0.0000000
0.89325300,-41.194702,28.337194,0.0000000
0.89425300,-41.210840,28.313719,0.0000000
0.89525300,-41.226831,28.290429,0.0000000
0.89625300,-41.242675,28.267326,0.0000000
0.89725300,-41.258372,28.244411,0.0000000
0.89825300,-41.273922,28.221683,0.0000000
0.89925300,-41.289324,28.199144,0.0000000
0.90025300,-41.304579,28.176795,0.0000000
0.90125300,-41.319686,28.154636,0.0000000
0.90225300,-41.334646,28.132668,0.0000000
0.90325300,-41.349459,28.110891,0.0000000
0.90425300,-41.364125,28.089307,0.0000000
0.90525300,-41.378643,28.067916,0.0000000
0.90625300,-41.393013,28.046719,0.0000000
0.90725300,-41.407236,28.025716,0.0000000
0.90825300,-41.421312,28.004909,0.0000000
0.90925300,-41.435240,27.984297,0.0000000
0.91025300,-41.449021,27.963882,0.0000000
0.91125300,-41.462653,27.943664,0.0000000
0.91225300,-41.476138,27.923645,0.0000000
0.91325300,-41.489476,27.903824,0.0000000
0.91425300,-41.502666,27.884202,0.0000000
0.91525300,-41.515708,27.864781,0.0000000
0.91625300,-41.528602,27.845561,0.0000000
0.91725300,-41.541348,27.826542,0.0000000
0.91825300,-41.553946,27.807725,0.0000000
0.91925300,-41.566396,27.789111,0.0000000
0.92025300,-41.578698,27.770701,0.0000000
0.92125300,-41.590852,27.752495,0.0000000
0.92225300,-41.602858,27.734494,0.0000000
0.92325300,-41.614716,27.716699,0.0000000
0.92425300,-41.626425,27.699110,0.0000000
0.92525300,-41.637986,27.681729,0.0000000
0.92625300,-41.649399,27.664555,0.0000000
0.92725300,-41.660663,27.647589,0.0000000
0.92825300,-41.671778,27.630832,0.0000000
0.92925300,-41.682745,27.614285,0.0000000
0.93025300,-41.693563,27.597949,0.0000000
0.93125300,-41.704233,27.581823,0.0000000
0.93225300,-41.714753,27.565910,0.0000000
0.93325300,-41.725124,27.550208,0.0000000
0.93425300,-41.735347,27.534720,0.0000000
0.93525300,-41.745420,27.519446,0.0000000
0.93625300,-41.755344,27.504386,0.0000000
0.93725300,-41.765119,27.489541,0.0000000
